Id,SleepDay,key,TotalSleepRecords,TotalSleepMinutes,TotalBedMinutes,Sleep Efficiency %,Day of Week,Day Type
1927972279,4/12/2016,1927972279-04/12/2016,3,750,775,96.77,Tuesday,Weekday
1927972279,4/13/2016,1927972279-04/13/2016,1,398,422,94.31,Wednesday,Weekday
1927972279,4/15/2016,1927972279-04/15/2016,2,475,499,95.19,Friday,Weekday
1927972279,4/26/2016,1927972279-04/26/2016,1,296,315,93.97,Tuesday,Weekday
2026352035,4/12/2016,2026352035-04/12/2016,1,503,546,92.12,Tuesday,Weekday
2026352035,4/13/2016,2026352035-04/13/2016,1,531,565,93.98,Wednesday,Weekday
2026352035,4/14/2016,2026352035-04/14/2016,1,545,568,95.95,Thursday,Weekday
2026352035,4/15/2016,2026352035-04/15/2016,1,523,573,91.27,Friday,Weekday
2026352035,4/16/2016,2026352035-04/16/2016,1,524,567,92.42,Saturday,Weekend
2026352035,4/17/2016,2026352035-04/17/2016,1,437,498,87.75,Sunday,Weekend
2026352035,4/19/2016,2026352035-04/19/2016,1,498,540,92.22,Tuesday,Weekday
2026352035,4/20/2016,2026352035-04/20/2016,1,461,510,90.39,Wednesday,Weekday
2026352035,4/21/2016,2026352035-04/21/2016,1,477,514,92.80,Thursday,Weekday
2026352035,4/22/2016,2026352035-04/22/2016,1,520,545,95.41,Friday,Weekday
2026352035,4/23/2016,2026352035-04/23/2016,1,522,554,94.22,Saturday,Weekend
2026352035,4/24/2016,2026352035-04/24/2016,1,555,591,93.91,Sunday,Weekend
2026352035,4/25/2016,2026352035-04/25/2016,1,506,531,95.29,Monday,Weekday
2026352035,4/27/2016,2026352035-04/27/2016,1,508,545,93.21,Wednesday,Weekday
2026352035,4/28/2016,2026352035-04/28/2016,1,513,545,94.13,Thursday,Weekday
2026352035,4/29/2016,2026352035-04/29/2016,1,490,510,96.08,Friday,Weekday
2026352035,4/30/2016,2026352035-04/30/2016,1,573,607,94.40,Saturday,Weekend
2026352035,5/1/2016,2026352035-05/01/2016,1,527,546,96.52,Sunday,Weekend
2026352035,5/2/2016,2026352035-05/02/2016,1,511,543,94.11,Monday,Weekday
2026352035,5/4/2016,2026352035-05/04/2016,1,538,560,96.07,Wednesday,Weekday
2026352035,5/5/2016,2026352035-05/05/2016,1,468,485,96.49,Thursday,Weekday
2026352035,5/6/2016,2026352035-05/06/2016,1,524,548,95.62,Friday,Weekday
2026352035,5/7/2016,2026352035-05/07/2016,1,511,521,98.08,Saturday,Weekend
2026352035,5/8/2016,2026352035-05/08/2016,1,541,568,95.25,Sunday,Weekend
2026352035,5/9/2016,2026352035-05/09/2016,1,531,556,95.50,Monday,Weekday
2026352035,5/10/2016,2026352035-05/10/2016,1,357,380,93.95,Tuesday,Weekday
2026352035,5/11/2016,2026352035-05/11/2016,1,523,553,94.58,Wednesday,Weekday
2026352035,5/12/2016,2026352035-05/12/2016,1,456,485,94.02,Thursday,Weekday
2347167796,4/13/2016,2347167796-04/13/2016,1,467,531,87.95,Wednesday,Weekday
2347167796,4/14/2016,2347167796-04/14/2016,1,445,489,91.00,Thursday,Weekday
2347167796,4/15/2016,2347167796-04/15/2016,1,452,504,89.68,Friday,Weekday
2347167796,4/17/2016,2347167796-04/17/2016,1,556,602,92.36,Sunday,Weekend
2347167796,4/18/2016,2347167796-04/18/2016,1,500,557,89.77,Monday,Weekday
2347167796,4/19/2016,2347167796-04/19/2016,1,465,514,90.47,Tuesday,Weekday
2347167796,4/21/2016,2347167796-04/21/2016,1,460,484,95.04,Thursday,Weekday
2347167796,4/22/2016,2347167796-04/22/2016,1,405,461,87.85,Friday,Weekday
2347167796,4/23/2016,2347167796-04/23/2016,1,374,386,96.89,Saturday,Weekend
2347167796,4/24/2016,2347167796-04/24/2016,1,442,459,96.30,Sunday,Weekend
2347167796,4/25/2016,2347167796-04/25/2016,1,433,471,91.93,Monday,Weekday
2347167796,4/26/2016,2347167796-04/26/2016,1,436,490,88.98,Tuesday,Weekday
2347167796,4/27/2016,2347167796-04/27/2016,1,448,499,89.78,Wednesday,Weekday
2347167796,4/28/2016,2347167796-04/28/2016,1,408,450,90.67,Thursday,Weekday
2347167796,4/29/2016,2347167796-04/29/2016,1,411,473,86.89,Friday,Weekday
3977333714,4/12/2016,3977333714-04/12/2016,1,274,469,58.42,Tuesday,Weekday
3977333714,4/13/2016,3977333714-04/13/2016,2,295,456,64.69,Wednesday,Weekday
3977333714,4/14/2016,3977333714-04/14/2016,1,291,397,73.30,Thursday,Weekday
3977333714,4/15/2016,3977333714-04/15/2016,1,424,556,76.26,Friday,Weekday
3977333714,4/16/2016,3977333714-04/16/2016,1,283,510,55.49,Saturday,Weekend
3977333714,4/17/2016,3977333714-04/17/2016,1,381,566,67.31,Sunday,Weekend
3977333714,4/18/2016,3977333714-04/18/2016,2,412,522,78.93,Monday,Weekday
3977333714,4/19/2016,3977333714-04/19/2016,1,219,395,55.44,Tuesday,Weekday
3977333714,4/21/2016,3977333714-04/21/2016,1,332,512,64.84,Thursday,Weekday
3977333714,4/22/2016,3977333714-04/22/2016,1,355,476,74.58,Friday,Weekday
3977333714,4/23/2016,3977333714-04/23/2016,1,235,372,63.17,Saturday,Weekend
3977333714,4/24/2016,3977333714-04/24/2016,1,310,526,58.94,Sunday,Weekend
3977333714,4/25/2016,3977333714-04/25/2016,1,262,467,56.10,Monday,Weekday
3977333714,4/26/2016,3977333714-04/26/2016,1,250,371,67.39,Tuesday,Weekday
3977333714,4/27/2016,3977333714-04/27/2016,1,349,540,64.63,Wednesday,Weekday
3977333714,4/28/2016,3977333714-04/28/2016,1,261,423,61.70,Thursday,Weekday
3977333714,4/29/2016,3977333714-04/29/2016,1,333,478,69.67,Friday,Weekday
3977333714,4/30/2016,3977333714-04/30/2016,1,237,382,62.04,Saturday,Weekend
3977333714,5/1/2016,3977333714-05/01/2016,1,383,626,61.18,Sunday,Weekend
3977333714,5/2/2016,3977333714-05/02/2016,1,230,384,59.90,Monday,Weekday
3977333714,5/3/2016,3977333714-05/03/2016,1,292,500,58.40,Tuesday,Weekday
3977333714,5/4/2016,3977333714-05/04/2016,1,213,336,63.39,Wednesday,Weekday
3977333714,5/5/2016,3977333714-05/05/2016,1,318,480,66.25,Thursday,Weekday
3977333714,5/6/2016,3977333714-05/06/2016,1,323,512,63.09,Friday,Weekday
3977333714,5/7/2016,3977333714-05/07/2016,1,237,443,53.50,Saturday,Weekend
3977333714,5/8/2016,3977333714-05/08/2016,2,259,456,56.80,Sunday,Weekend
3977333714,5/10/2016,3977333714-05/10/2016,1,312,452,69.03,Tuesday,Weekday
4020332650,4/12/2016,4020332650-04/12/2016,1,501,541,92.61,Tuesday,Weekday
4020332650,5/3/2016,4020332650-05/03/2016,1,322,332,96.99,Tuesday,Weekday
4020332650,5/4/2016,4020332650-05/04/2016,1,478,536,89.18,Wednesday,Weekday
4020332650,5/5/2016,4020332650-05/05/2016,1,226,248,91.13,Thursday,Weekday
4020332650,5/6/2016,4020332650-05/06/2016,1,385,408,94.36,Friday,Weekday
4020332650,5/8/2016,4020332650-05/08/2016,1,364,402,90.55,Sunday,Weekend
4020332650,5/10/2016,4020332650-05/10/2016,1,442,494,89.47,Tuesday,Weekday
4319703577,4/14/2016,4319703577-04/14/2016,1,535,557,96.05,Thursday,Weekday
4319703577,4/15/2016,4319703577-04/15/2016,1,465,491,94.70,Friday,Weekday
4319703577,4/16/2016,4319703577-04/16/2016,1,506,522,96.93,Saturday,Weekend
4319703577,4/18/2016,4319703577-04/18/2016,1,515,551,93.47,Monday,Weekday
4319703577,4/19/2016,4319703577-04/19/2016,2,461,498,92.57,Tuesday,Weekday
4319703577,4/20/2016,4319703577-04/20/2016,1,523,543,96.32,Wednesday,Weekday
4319703577,4/22/2016,4319703577-04/22/2016,1,533,550,96.91,Friday,Weekday
4319703577,4/23/2016,4319703577-04/23/2016,1,692,722,95.84,Saturday,Weekend
4319703577,4/24/2016,4319703577-04/24/2016,1,467,501,93.21,Sunday,Weekend
4319703577,4/25/2016,4319703577-04/25/2016,1,488,506,96.44,Monday,Weekday
4319703577,4/26/2016,4319703577-04/26/2016,1,505,516,97.87,Tuesday,Weekday
4319703577,4/27/2016,4319703577-04/27/2016,1,286,307,93.16,Wednesday,Weekday
4319703577,4/28/2016,4319703577-04/28/2016,1,497,522,95.21,Thursday,Weekday
4319703577,4/29/2016,4319703577-04/29/2016,1,523,546,95.79,Friday,Weekday
4319703577,4/30/2016,4319703577-04/30/2016,1,490,516,94.96,Saturday,Weekend
4319703577,5/1/2016,4319703577-05/01/2016,1,484,500,96.80,Sunday,Weekend
4319703577,5/2/2016,4319703577-05/02/2016,1,478,506,94.47,Monday,Weekday
4319703577,5/3/2016,4319703577-05/03/2016,1,474,512,92.58,Tuesday,Weekday
4319703577,5/6/2016,4319703577-05/06/2016,1,450,491,91.65,Friday,Weekday
4319703577,5/7/2016,4319703577-05/07/2016,1,507,530,95.66,Saturday,Weekend
4319703577,5/8/2016,4319703577-05/08/2016,1,602,638,94.36,Sunday,Weekend
4319703577,5/9/2016,4319703577-05/09/2016,1,535,565,94.69,Monday,Weekday
4319703577,5/10/2016,4319703577-05/10/2016,1,487,517,94.20,Tuesday,Weekday
4319703577,5/11/2016,4319703577-05/11/2016,1,529,558,94.80,Wednesday,Weekday
4319703577,5/12/2016,4319703577-05/12/2016,1,302,321,94.08,Thursday,Weekday
4388161847,4/15/2016,4388161847-04/15/2016,1,499,526,94.87,Friday,Weekday
4388161847,4/16/2016,4388161847-04/16/2016,2,426,448,95.09,Saturday,Weekend
4388161847,4/17/2016,4388161847-04/17/2016,2,619,641,96.57,Sunday,Weekend
4388161847,4/19/2016,4388161847-04/19/2016,1,329,338,97.34,Tuesday,Weekday
4388161847,4/20/2016,4388161847-04/20/2016,1,421,451,93.35,Wednesday,Weekday
4388161847,4/21/2016,4388161847-04/21/2016,1,442,458,96.51,Thursday,Weekday
4388161847,4/23/2016,4388161847-04/23/2016,1,478,501,95.41,Saturday,Weekend
4388161847,4/24/2016,4388161847-04/24/2016,3,552,595,92.77,Sunday,Weekend
4388161847,4/26/2016,4388161847-04/26/2016,1,319,346,92.20,Tuesday,Weekday
4388161847,4/27/2016,4388161847-04/27/2016,1,439,500,87.80,Wednesday,Weekday
4388161847,4/28/2016,4388161847-04/28/2016,1,428,458,93.45,Thursday,Weekday
4388161847,4/30/2016,4388161847-04/30/2016,2,409,430,95.12,Saturday,Weekend
4388161847,5/1/2016,4388161847-05/01/2016,1,547,597,91.62,Sunday,Weekend
4388161847,5/2/2016,4388161847-05/02/2016,2,368,376,97.87,Monday,Weekday
4388161847,5/4/2016,4388161847-05/04/2016,1,390,414,94.20,Wednesday,Weekday
4388161847,5/5/2016,4388161847-05/05/2016,1,471,495,95.15,Thursday,Weekday
4388161847,5/7/2016,4388161847-05/07/2016,1,472,496,95.16,Saturday,Weekend
4388161847,5/8/2016,4388161847-05/08/2016,2,529,541,97.78,Sunday,Weekend
4388161847,5/10/2016,4388161847-05/10/2016,1,354,375,94.40,Tuesday,Weekday
4388161847,5/11/2016,4388161847-05/11/2016,1,469,494,94.94,Wednesday,Weekday
4445114986,4/12/2016,4445114986-04/12/2016,2,429,457,93.87,Tuesday,Weekday
4445114986,4/13/2016,4445114986-04/13/2016,2,370,406,91.13,Wednesday,Weekday
4445114986,4/14/2016,4445114986-04/14/2016,1,441,492,89.63,Thursday,Weekday
4445114986,4/15/2016,4445114986-04/15/2016,2,337,379,88.92,Friday,Weekday
4445114986,4/16/2016,4445114986-04/16/2016,1,462,499,92.59,Saturday,Weekend
4445114986,4/19/2016,4445114986-04/19/2016,2,388,424,91.51,Tuesday,Weekday
4445114986,4/20/2016,4445114986-04/20/2016,1,439,462,95.02,Wednesday,Weekday
4445114986,4/21/2016,4445114986-04/21/2016,1,436,469,92.96,Thursday,Weekday
4445114986,4/22/2016,4445114986-04/22/2016,1,388,417,93.05,Friday,Weekday
4445114986,4/25/2016,4445114986-04/25/2016,1,328,345,95.07,Monday,Weekday
4445114986,4/26/2016,4445114986-04/26/2016,2,353,391,90.28,Tuesday,Weekday
4445114986,4/27/2016,4445114986-04/27/2016,1,332,374,88.77,Wednesday,Weekday
4445114986,4/28/2016,4445114986-04/28/2016,1,419,442,94.80,Thursday,Weekday
4445114986,4/30/2016,4445114986-04/30/2016,1,322,353,91.22,Saturday,Weekend
4445114986,5/1/2016,4445114986-05/01/2016,2,439,459,95.64,Sunday,Weekend
4445114986,5/2/2016,4445114986-05/02/2016,1,502,542,92.62,Monday,Weekday
4445114986,5/3/2016,4445114986-05/03/2016,2,417,450,92.67,Tuesday,Weekday
4445114986,5/4/2016,4445114986-05/04/2016,2,337,363,92.84,Wednesday,Weekday
4445114986,5/5/2016,4445114986-05/05/2016,2,462,513,90.06,Thursday,Weekday
4445114986,5/6/2016,4445114986-05/06/2016,2,374,402,93.03,Friday,Weekday
4445114986,5/7/2016,4445114986-05/07/2016,2,401,436,91.97,Saturday,Weekend
4445114986,5/8/2016,4445114986-05/08/2016,1,361,391,92.33,Sunday,Weekend
4445114986,5/9/2016,4445114986-05/09/2016,1,457,533,85.74,Monday,Weekday
4445114986,5/10/2016,4445114986-05/10/2016,1,405,426,95.07,Tuesday,Weekday
4445114986,5/11/2016,4445114986-05/11/2016,1,499,530,94.15,Wednesday,Weekday
4445114986,5/12/2016,4445114986-05/12/2016,1,483,501,96.41,Thursday,Weekday
4702921684,4/12/2016,4702921684-04/12/2016,1,425,439,96.81,Tuesday,Weekday
4702921684,4/13/2016,4702921684-04/13/2016,2,400,430,93.02,Wednesday,Weekday
4702921684,4/14/2016,4702921684-04/14/2016,1,384,415,92.53,Thursday,Weekday
4702921684,4/15/2016,4702921684-04/15/2016,1,253,257,98.44,Friday,Weekday
4702921684,4/16/2016,4702921684-04/16/2016,2,382,406,94.09,Saturday,Weekend
4702921684,4/17/2016,4702921684-04/17/2016,1,591,612,96.57,Sunday,Weekend
4702921684,4/18/2016,4702921684-04/18/2016,1,293,312,93.91,Monday,Weekday
4702921684,4/19/2016,4702921684-04/19/2016,1,457,487,93.84,Tuesday,Weekday
4702921684,4/20/2016,4702921684-04/20/2016,1,454,468,97.01,Wednesday,Weekday
4702921684,4/21/2016,4702921684-04/21/2016,1,425,434,97.93,Thursday,Weekday
4702921684,4/23/2016,4702921684-04/23/2016,1,465,475,97.89,Saturday,Weekend
4702921684,4/24/2016,4702921684-04/24/2016,1,480,506,94.86,Sunday,Weekend
4702921684,4/25/2016,4702921684-04/25/2016,1,370,380,97.37,Monday,Weekday
4702921684,4/26/2016,4702921684-04/26/2016,1,421,429,98.14,Tuesday,Weekday
4702921684,4/27/2016,4702921684-04/27/2016,1,432,449,96.21,Wednesday,Weekday
4702921684,4/28/2016,4702921684-04/28/2016,1,442,461,95.88,Thursday,Weekday
4702921684,4/29/2016,4702921684-04/29/2016,1,433,447,96.87,Friday,Weekday
4702921684,4/30/2016,4702921684-04/30/2016,1,479,501,95.61,Saturday,Weekend
4702921684,5/3/2016,4702921684-05/03/2016,1,327,373,87.67,Tuesday,Weekday
4702921684,5/4/2016,4702921684-05/04/2016,1,412,434,94.93,Wednesday,Weekday
4702921684,5/5/2016,4702921684-05/05/2016,1,414,428,96.73,Thursday,Weekday
4702921684,5/6/2016,4702921684-05/06/2016,1,404,449,89.98,Friday,Weekday
4702921684,5/7/2016,4702921684-05/07/2016,1,520,543,95.76,Saturday,Weekend
4702921684,5/9/2016,4702921684-05/09/2016,1,435,458,94.98,Monday,Weekday
4702921684,5/10/2016,4702921684-05/10/2016,1,416,431,96.52,Tuesday,Weekday
4702921684,5/11/2016,4702921684-05/11/2016,1,354,366,96.72,Wednesday,Weekday
4702921684,5/12/2016,4702921684-05/12/2016,1,404,442,91.40,Thursday,Weekday
5553957443,4/12/2016,5553957443-04/12/2016,1,441,464,95.04,Tuesday,Weekday
5553957443,4/13/2016,5553957443-04/13/2016,2,455,488,93.24,Wednesday,Weekday
5553957443,4/14/2016,5553957443-04/14/2016,1,357,418,85.41,Thursday,Weekday
5553957443,4/15/2016,5553957443-04/15/2016,1,377,409,92.18,Friday,Weekday
5553957443,4/16/2016,5553957443-04/16/2016,2,651,686,94.90,Saturday,Weekend
5553957443,4/17/2016,5553957443-04/17/2016,1,350,402,87.06,Sunday,Weekend
5553957443,4/18/2016,5553957443-04/18/2016,2,520,541,96.12,Monday,Weekday
5553957443,4/19/2016,5553957443-04/19/2016,1,357,410,87.07,Tuesday,Weekday
5553957443,4/20/2016,5553957443-04/20/2016,1,658,678,97.05,Wednesday,Weekday
5553957443,4/21/2016,5553957443-04/21/2016,1,399,431,92.58,Thursday,Weekday
5553957443,4/22/2016,5553957443-04/22/2016,1,322,353,91.22,Friday,Weekday
5553957443,4/23/2016,5553957443-04/23/2016,2,631,725,87.03,Saturday,Weekend
5553957443,4/24/2016,5553957443-04/24/2016,2,553,640,86.41,Sunday,Weekend
5553957443,4/25/2016,5553957443-04/25/2016,1,433,468,92.52,Monday,Weekday
5553957443,4/26/2016,5553957443-04/26/2016,1,412,453,90.95,Tuesday,Weekday
5553957443,4/27/2016,5553957443-04/27/2016,1,347,391,88.75,Wednesday,Weekday
5553957443,4/28/2016,5553957443-04/28/2016,1,421,457,92.12,Thursday,Weekday
5553957443,4/29/2016,5553957443-04/29/2016,1,450,495,90.91,Friday,Weekday
5553957443,4/30/2016,5553957443-04/30/2016,2,775,843,91.93,Saturday,Weekend
5553957443,5/1/2016,5553957443-05/01/2016,2,622,686,90.67,Sunday,Weekend
5553957443,5/2/2016,5553957443-05/02/2016,1,409,471,86.84,Monday,Weekday
5553957443,5/3/2016,5553957443-05/03/2016,1,380,429,88.58,Tuesday,Weekday
5553957443,5/4/2016,5553957443-05/04/2016,1,447,470,95.11,Wednesday,Weekday
5553957443,5/5/2016,5553957443-05/05/2016,1,419,464,90.30,Thursday,Weekday
5553957443,5/6/2016,5553957443-05/06/2016,1,400,434,92.17,Friday,Weekday
5553957443,5/7/2016,5553957443-05/07/2016,1,442,470,94.04,Saturday,Weekend
5553957443,5/8/2016,5553957443-05/08/2016,1,568,608,93.42,Sunday,Weekend
5553957443,5/9/2016,5553957443-05/09/2016,1,453,494,91.70,Monday,Weekday
5553957443,5/10/2016,5553957443-05/10/2016,1,418,443,94.36,Tuesday,Weekday
5553957443,5/11/2016,5553957443-05/11/2016,1,463,486,95.27,Wednesday,Weekday
5553957443,5/12/2016,5553957443-05/12/2016,1,438,475,92.21,Thursday,Weekday
5577150313,4/12/2016,5577150313-04/12/2016,1,419,438,95.66,Tuesday,Weekday
5577150313,4/13/2016,5577150313-04/13/2016,1,432,458,94.32,Wednesday,Weekday
5577150313,4/14/2016,5577150313-04/14/2016,1,477,497,95.98,Thursday,Weekday
5577150313,4/15/2016,5577150313-04/15/2016,1,392,413,94.92,Friday,Weekday
5577150313,4/16/2016,5577150313-04/16/2016,1,406,445,91.24,Saturday,Weekend
5577150313,4/17/2016,5577150313-04/17/2016,1,549,583,94.17,Sunday,Weekend
5577150313,4/18/2016,5577150313-04/18/2016,1,527,553,95.30,Monday,Weekday
5577150313,4/19/2016,5577150313-04/19/2016,1,449,465,96.56,Tuesday,Weekday
5577150313,4/20/2016,5577150313-04/20/2016,1,447,480,93.13,Wednesday,Weekday
5577150313,4/21/2016,5577150313-04/21/2016,1,414,437,94.74,Thursday,Weekday
5577150313,4/22/2016,5577150313-04/22/2016,1,338,366,92.35,Friday,Weekday
5577150313,4/23/2016,5577150313-04/23/2016,1,384,402,95.52,Saturday,Weekend
5577150313,4/24/2016,5577150313-04/24/2016,1,543,615,88.29,Sunday,Weekend
5577150313,4/25/2016,5577150313-04/25/2016,1,421,461,91.32,Monday,Weekday
5577150313,4/26/2016,5577150313-04/26/2016,1,354,377,93.90,Tuesday,Weekday
5577150313,4/27/2016,5577150313-04/27/2016,1,424,452,93.81,Wednesday,Weekday
5577150313,4/28/2016,5577150313-04/28/2016,1,361,372,97.04,Thursday,Weekday
5577150313,4/29/2016,5577150313-04/29/2016,1,459,485,94.64,Friday,Weekday
5577150313,4/30/2016,5577150313-04/30/2016,1,412,433,95.15,Saturday,Weekend
5577150313,5/1/2016,5577150313-05/01/2016,1,379,398,95.23,Sunday,Weekend
5577150313,5/2/2016,5577150313-05/02/2016,2,525,553,94.94,Monday,Weekday
5577150313,5/3/2016,5577150313-05/03/2016,1,508,543,93.55,Tuesday,Weekday
5577150313,5/4/2016,5577150313-05/04/2016,1,603,634,95.11,Wednesday,Weekday
5577150313,5/10/2016,5577150313-05/10/2016,1,504,562,89.68,Tuesday,Weekday
5577150313,5/11/2016,5577150313-05/11/2016,1,431,476,90.55,Wednesday,Weekday
6117666160,4/16/2016,6117666160-04/16/2016,1,380,398,95.48,Saturday,Weekend
6117666160,4/17/2016,6117666160-04/17/2016,2,336,350,96.00,Sunday,Weekend
6117666160,4/18/2016,6117666160-04/18/2016,2,493,510,96.67,Monday,Weekday
6117666160,4/19/2016,6117666160-04/19/2016,1,465,492,94.51,Tuesday,Weekday
6117666160,4/20/2016,6117666160-04/20/2016,1,474,502,94.42,Wednesday,Weekday
6117666160,4/21/2016,6117666160-04/21/2016,1,508,550,92.36,Thursday,Weekday
6117666160,4/22/2016,6117666160-04/22/2016,1,480,546,87.91,Friday,Weekday
6117666160,4/23/2016,6117666160-04/23/2016,1,492,539,91.28,Saturday,Weekend
6117666160,4/24/2016,6117666160-04/24/2016,1,353,367,96.19,Sunday,Weekend
6117666160,4/27/2016,6117666160-04/27/2016,1,542,557,97.31,Wednesday,Weekday
6117666160,4/28/2016,6117666160-04/28/2016,1,393,416,94.47,Thursday,Weekday
6117666160,4/29/2016,6117666160-04/29/2016,1,600,636,94.34,Friday,Weekday
6117666160,5/1/2016,6117666160-05/01/2016,1,507,575,88.17,Sunday,Weekend
6117666160,5/5/2016,6117666160-05/05/2016,1,392,415,94.46,Thursday,Weekday
6117666160,5/6/2016,6117666160-05/06/2016,2,658,698,94.27,Friday,Weekday
6117666160,5/7/2016,6117666160-05/07/2016,2,498,507,98.22,Saturday,Weekend
6117666160,5/8/2016,6117666160-05/08/2016,1,555,603,92.04,Sunday,Weekend
6117666160,5/9/2016,6117666160-05/09/2016,1,492,522,94.25,Monday,Weekday
6775888955,4/13/2016,6775888955-04/13/2016,1,235,260,90.38,Wednesday,Weekday
6775888955,4/14/2016,6775888955-04/14/2016,1,423,441,95.92,Thursday,Weekday
6775888955,4/15/2016,6775888955-04/15/2016,1,391,406,96.31,Friday,Weekday
6962181067,4/12/2016,6962181067-04/12/2016,1,366,387,94.57,Tuesday,Weekday
6962181067,4/13/2016,6962181067-04/13/2016,3,630,679,92.78,Wednesday,Weekday
6962181067,4/14/2016,6962181067-04/14/2016,2,508,535,94.95,Thursday,Weekday
6962181067,4/15/2016,6962181067-04/15/2016,1,370,386,95.85,Friday,Weekday
6962181067,4/16/2016,6962181067-04/16/2016,1,357,366,97.54,Saturday,Weekend
6962181067,4/17/2016,6962181067-04/17/2016,1,427,446,95.74,Sunday,Weekend
6962181067,4/18/2016,6962181067-04/18/2016,1,442,458,96.51,Monday,Weekday
6962181067,4/19/2016,6962181067-04/19/2016,1,476,535,88.97,Tuesday,Weekday
6962181067,4/20/2016,6962181067-04/20/2016,1,418,424,98.58,Wednesday,Weekday
6962181067,4/21/2016,6962181067-04/21/2016,1,451,457,98.69,Thursday,Weekday
6962181067,4/22/2016,6962181067-04/22/2016,1,425,435,97.70,Friday,Weekday
6962181067,4/23/2016,6962181067-04/23/2016,1,528,546,96.70,Saturday,Weekend
6962181067,4/24/2016,6962181067-04/24/2016,1,511,514,99.42,Sunday,Weekend
6962181067,4/25/2016,6962181067-04/25/2016,1,400,415,96.39,Monday,Weekday
6962181067,4/26/2016,6962181067-04/26/2016,1,441,446,98.88,Tuesday,Weekday
6962181067,4/27/2016,6962181067-04/27/2016,1,455,467,97.43,Wednesday,Weekday
6962181067,4/28/2016,6962181067-04/28/2016,1,440,453,97.13,Thursday,Weekday
6962181067,4/29/2016,6962181067-04/29/2016,1,433,447,96.87,Friday,Weekday
6962181067,4/30/2016,6962181067-04/30/2016,1,422,424,99.53,Saturday,Weekend
6962181067,5/1/2016,6962181067-05/01/2016,1,411,426,96.48,Sunday,Weekend
6962181067,5/2/2016,6962181067-05/02/2016,1,466,482,96.68,Monday,Weekday
6962181067,5/3/2016,6962181067-05/03/2016,1,394,418,94.26,Tuesday,Weekday
6962181067,5/4/2016,6962181067-05/04/2016,1,442,455,97.14,Wednesday,Weekday
6962181067,5/5/2016,6962181067-05/05/2016,1,467,491,95.11,Thursday,Weekday
6962181067,5/6/2016,6962181067-05/06/2016,1,443,462,95.89,Friday,Weekday
6962181067,5/7/2016,6962181067-05/07/2016,1,298,334,89.22,Saturday,Weekend
6962181067,5/8/2016,6962181067-05/08/2016,1,541,569,95.08,Sunday,Weekend
6962181067,5/9/2016,6962181067-05/09/2016,1,489,497,98.39,Monday,Weekday
6962181067,5/10/2016,6962181067-05/10/2016,1,469,481,97.51,Tuesday,Weekday
