Id,ActivityDate,key,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,sleep status,Day of Week,Day Type,correlation,Id,SleepDay,key,TotalSleepRecords,TotalSleepMinutes,TotalBedMinutes,Sleep Efficiency %,Day of Week,Day Type,Day of Week,Step Group
1503960366,5/7/2016,1503960366-05/07/2016,11992,7.71,7.71,0,2.46,2.12,3.13,0,37,46,175,833,1821,OK,Saturday,Weekend,331,1503960366,5/7/2016,1503960366-05/07/2016,1,331,349,94.84,Saturday,Weekend,Sunday,High Activity
1503960366,5/8/2016,1503960366-05/08/2016,10060,6.58,6.58,0,3.53,0.32,2.73,0,44,8,203,574,1740,OK,Sunday,Weekend,594,1503960366,5/8/2016,1503960366-05/08/2016,1,594,611,97.22,Sunday,Weekend,Sunday,High Activity
1503960366,5/9/2016,1503960366-05/09/2016,12022,7.72,7.72,0,3.45,0.53,3.74,0,46,11,206,835,1819,OK,Monday,Weekday,338,1503960366,5/9/2016,1503960366-05/09/2016,1,338,342,98.83,Monday,Weekday,Sunday,High Activity
1503960366,5/10/2016,1503960366-05/10/2016,12207,7.77,7.77,0,3.35,1.16,3.26,0,46,31,214,746,1859,OK,Tuesday,Weekday,383,1503960366,5/10/2016,1503960366-05/10/2016,1,383,403,95.04,Tuesday,Weekday,Sunday,High Activity
1503960366,5/11/2016,1503960366-05/11/2016,12770,8.13,8.13,0,2.56,1.01,4.55,0,36,23,251,669,1783,OK,Wednesday,Weekday,285,1503960366,5/11/2016,1503960366-05/11/2016,1,285,306,93.14,Wednesday,Weekday,Sunday,High Activity
1503960366,5/12/2016,1503960366-05/12/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,0,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/12/2016,1624580081-04/12/2016,8163,5.31,5.31,0,0.00,0.00,5.31,0,0,0,146,1294,1432,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/13/2016,1624580081-04/13/2016,7007,4.55,4.55,0,0.00,0.00,4.55,0,0,0,148,1292,1411,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/14/2016,1624580081-04/14/2016,9107,5.92,5.92,0,0.00,0.00,5.91,0.009999999776,0,0,236,1204,1572,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/15/2016,1624580081-04/15/2016,1510,0.98,0.98,0,0.00,0.00,0.97,0,0,0,96,1344,1344,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/16/2016,1624580081-04/16/2016,5370,3.49,3.49,0,0.00,0.00,3.49,0,0,0,176,1264,1463,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/17/2016,1624580081-04/17/2016,6175,4.06,4.06,0,1.03,1.52,1.49,0.009999999776,15,22,127,1276,1554,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/18/2016,1624580081-04/18/2016,10536,7.41,7.41,0,2.15,0.62,4.62,0.009999999776,17,7,202,1214,1604,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/19/2016,1624580081-04/19/2016,2916,1.90,1.90,0,0.00,0.00,1.90,0,0,0,141,1299,1435,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/20/2016,1624580081-04/20/2016,4974,3.23,3.23,0,0.00,0.00,3.23,0,0,0,151,1289,1446,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/21/2016,1624580081-04/21/2016,6349,4.13,4.13,0,0.00,0.00,4.11,0.01999999955,0,0,186,1254,1467,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/22/2016,1624580081-04/22/2016,4026,2.62,2.62,0,0.00,0.00,2.60,0,0,0,199,1241,1470,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/23/2016,1624580081-04/23/2016,8538,5.55,5.55,0,0.00,0.00,5.54,0.009999999776,0,0,227,1213,1562,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/24/2016,1624580081-04/24/2016,6076,3.95,3.95,0,1.15,0.91,1.89,0,16,18,185,1221,1617,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/25/2016,1624580081-04/25/2016,6497,4.22,4.22,0,0.00,0.00,4.20,0.01999999955,0,0,202,1238,1492,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/26/2016,1624580081-04/26/2016,2826,1.84,1.84,0,0.00,0.00,1.83,0.009999999776,0,0,140,1300,1402,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/27/2016,1624580081-04/27/2016,8367,5.44,5.44,0,1.11,1.87,2.46,0,17,36,154,1233,1670,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/28/2016,1624580081-04/28/2016,2759,1.79,1.79,0,0.00,0.20,1.60,0,0,5,115,1320,1401,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/29/2016,1624580081-04/29/2016,2390,1.55,1.55,0,0.00,0.00,1.55,0,0,0,150,1290,1404,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,4/30/2016,1624580081-04/30/2016,6474,4.30,4.30,0,0.90,1.28,2.12,0.009999999776,11,23,224,1182,1655,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/1/2016,1624580081-05/01/2016,36019,28.03,28.03,0,21.92,4.19,1.91,0.01999999955,186,63,171,1020,2690,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/2/2016,1624580081-05/02/2016,7155,4.93,4.93,0,0.86,0.59,3.47,0,7,6,166,1261,1497,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/3/2016,1624580081-05/03/2016,2100,1.37,1.37,0,0.00,0.00,1.34,0.01999999955,0,0,96,1344,1334,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/4/2016,1624580081-05/04/2016,2193,1.43,1.43,0,0.00,0.00,1.42,0,0,0,118,1322,1368,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/5/2016,1624580081-05/05/2016,2470,1.61,1.61,0,0.00,0.00,1.58,0.01999999955,0,0,117,1323,1370,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/6/2016,1624580081-05/06/2016,1727,1.12,1.12,0,0.00,0.00,1.12,0.009999999776,0,0,102,1338,1341,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/7/2016,1624580081-05/07/2016,2104,1.37,1.37,0,0.00,0.00,1.37,0,0,0,182,1258,1474,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/8/2016,1624580081-05/08/2016,3427,2.23,2.23,0,0.00,0.00,2.22,0,0,0,152,1288,1427,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/9/2016,1624580081-05/09/2016,1732,1.13,1.13,0,0.00,0.00,1.13,0,0,0,91,1349,1328,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/10/2016,1624580081-05/10/2016,2969,1.93,1.93,0,0.00,0.00,1.92,0.009999999776,0,0,139,1301,1393,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/11/2016,1624580081-05/11/2016,3134,2.04,2.04,0,0.00,0.00,2.04,0,0,0,112,1328,1359,MISSING SLEEP,,,,,,,,,,,,,,
1624580081,5/12/2016,1624580081-05/12/2016,2971,1.93,1.93,0,0.00,0.00,1.92,0.009999999776,0,0,107,890,1002,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/12/2016,1644430081-04/12/2016,10694,7.77,7.77,0,0.14,2.30,5.33,0,2,51,256,1131,3199,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/13/2016,1644430081-04/13/2016,8001,5.82,5.82,0,2.28,0.90,2.64,0,30,16,135,1259,2902,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/14/2016,1644430081-04/14/2016,11037,8.02,8.02,0,0.36,2.56,5.10,0,5,58,252,1125,3226,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/15/2016,1644430081-04/15/2016,5263,3.83,3.83,0,0.22,0.15,3.45,0,3,4,170,1263,2750,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/16/2016,1644430081-04/16/2016,15300,11.12,11.12,0,4.10,1.88,5.09,0,51,42,212,1135,3493,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/17/2016,1644430081-04/17/2016,8757,6.37,6.37,0,2.25,0.57,3.55,0,29,13,186,1212,3011,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/18/2016,1644430081-04/18/2016,7132,5.19,5.19,0,1.07,1.67,2.45,0,15,33,121,1271,2806,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/19/2016,1644430081-04/19/2016,11256,8.18,8.18,0,0.36,2.53,5.30,0,5,58,278,1099,3300,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/20/2016,1644430081-04/20/2016,2436,1.77,1.77,0,0.00,0.00,1.76,0.009999999776,0,0,125,1315,2430,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/21/2016,1644430081-04/21/2016,1223,0.89,0.89,0,0.00,0.00,0.88,0.009999999776,0,0,38,1402,2140,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/22/2016,1644430081-04/22/2016,3673,2.67,2.67,0,0.00,0.00,2.66,0.009999999776,0,0,86,1354,2344,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/23/2016,1644430081-04/23/2016,6637,4.83,4.83,0,0.00,0.58,4.25,0,0,15,160,1265,2677,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/24/2016,1644430081-04/24/2016,3321,2.41,2.41,0,0.00,0.00,2.41,0,0,0,89,1351,2413,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/25/2016,1644430081-04/25/2016,3580,2.60,2.60,0,0.59,0.06,1.95,0,8,1,94,1337,2497,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/26/2016,1644430081-04/26/2016,9919,7.21,7.21,0,0.80,1.72,4.69,0,11,41,223,1165,3123,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/27/2016,1644430081-04/27/2016,3032,2.20,2.20,0,0.00,0.00,2.20,0,0,0,118,1322,2489,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/28/2016,1644430081-04/28/2016,9405,6.84,6.84,0,0.20,2.32,4.31,0,3,53,227,1157,3108,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/29/2016,1644430081-04/29/2016,3176,2.31,2.31,0,0.00,0.00,2.31,0,0,0,120,1193,2498,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,4/30/2016,1644430081-04/30/2016,18213,13.24,13.24,0,0.63,3.14,9.46,0,9,71,402,816,3846,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,5/1/2016,1644430081-05/01/2016,6132,4.46,4.46,0,0.24,0.99,3.23,0,3,24,146,908,2696,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,5/2/2016,1644430081-05/02/2016,3758,2.73,2.73,0,0.07,0.31,2.35,0,1,7,148,682,2580,OK,Monday,Weekday,796,1644430081,5/2/2016,1644430081-05/02/2016,1,796,961,82.83,Monday,Weekday,Sunday,Low Activity
1644430081,5/3/2016,1644430081-05/03/2016,12850,9.34,9.34,0,0.72,4.09,4.54,0,10,94,221,1115,3324,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,5/4/2016,1644430081-05/04/2016,2309,1.68,1.68,0,0.00,0.00,1.66,0.01999999955,0,0,52,1388,2222,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,5/5/2016,1644430081-05/05/2016,4363,3.19,3.19,0,0.52,0.54,2.13,0.009999999776,6,12,81,1341,2463,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,5/6/2016,1644430081-05/06/2016,9787,7.12,7.12,0,0.82,0.27,6.01,0.01999999955,11,6,369,1054,3328,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,5/7/2016,1644430081-05/07/2016,13372,9.72,9.72,0,3.26,0.79,5.67,0.009999999776,41,17,243,1139,3404,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,5/8/2016,1644430081-05/08/2016,6724,4.89,4.89,0,0.00,0.00,4.88,0,0,0,295,991,2987,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,5/9/2016,1644430081-05/09/2016,6643,4.83,4.83,0,2.39,0.35,2.09,0.009999999776,32,6,303,1099,3008,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,5/10/2016,1644430081-05/10/2016,9167,6.66,6.66,0,0.88,0.81,4.97,0.009999999776,12,19,155,1254,2799,MISSING SLEEP,,,,,,,,,,,,,,
1644430081,5/11/2016,1644430081-05/11/2016,1329,0.97,0.97,0,0.00,0.00,0.95,0.009999999776,0,0,49,713,1276,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/12/2016,1844505072-04/12/2016,6697,4.43,4.43,0,0.00,0.00,4.43,0,0,0,339,1101,2030,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/13/2016,1844505072-04/13/2016,4929,3.26,3.26,0,0.00,0.00,3.26,0,0,0,248,1192,1860,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/14/2016,1844505072-04/14/2016,7937,5.25,5.25,0,0.00,0.00,5.23,0,0,0,373,843,2130,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/15/2016,1844505072-04/15/2016,3844,2.54,2.54,0,0.00,0.00,2.54,0,0,0,176,527,1725,OK,Friday,Weekday,644,1844505072,4/15/2016,1844505072-04/15/2016,1,644,961,67.01,Friday,Weekday,Sunday,Low Activity
1844505072,4/16/2016,1844505072-04/16/2016,3414,2.26,2.26,0,0.00,0.00,2.26,0,0,0,147,1293,1657,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/17/2016,1844505072-04/17/2016,4525,2.99,2.99,0,0.14,0.26,2.59,0,2,8,199,1231,1793,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/18/2016,1844505072-04/18/2016,4597,3.04,3.04,0,0.00,0.48,2.56,0,0,12,217,1211,1814,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/19/2016,1844505072-04/19/2016,197,0.13,0.13,0,0.00,0.00,0.13,0,0,0,10,1430,1366,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/20/2016,1844505072-04/20/2016,8,0.01,0.01,0,0.00,0.00,0.01,0,0,0,1,1439,1349,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/21/2016,1844505072-04/21/2016,8054,5.32,5.32,0,0.12,0.52,4.68,0,2,13,308,1117,2062,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/22/2016,1844505072-04/22/2016,5372,3.55,3.55,0,0.00,0.00,3.55,0,0,0,220,1220,1827,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/23/2016,1844505072-04/23/2016,3570,2.36,2.36,0,0.00,0.00,2.36,0,0,0,139,1301,1645,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/24/2016,1844505072-04/24/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/25/2016,1844505072-04/25/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/26/2016,1844505072-04/26/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/27/2016,1844505072-04/27/2016,4,0.00,0.00,0,0.00,0.00,0.00,0,0,0,1,1439,1348,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/28/2016,1844505072-04/28/2016,6907,4.57,4.57,0,0.00,0.00,4.56,0,0,0,302,1138,1992,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/29/2016,1844505072-04/29/2016,4920,3.25,3.25,0,0.00,0.00,3.25,0,0,0,247,1082,1856,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,4/30/2016,1844505072-04/30/2016,4014,2.67,2.67,0,0.00,0.00,2.65,0,0,0,184,218,1763,OK,Saturday,Weekend,722,1844505072,4/30/2016,1844505072-04/30/2016,1,722,961,75.13,Saturday,Weekend,Sunday,Low Activity
1844505072,5/1/2016,1844505072-05/01/2016,2573,1.70,1.70,0,0.00,0.26,1.45,0,0,7,75,585,1541,OK,Sunday,Weekend,590,1844505072,5/1/2016,1844505072-05/01/2016,1,590,961,61.39,Sunday,Weekend,Sunday,Low Activity
1844505072,5/2/2016,1844505072-05/02/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1348,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,5/3/2016,1844505072-05/03/2016,4059,2.68,2.68,0,0.00,0.00,2.68,0,0,0,184,1256,1742,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,5/4/2016,1844505072-05/04/2016,2080,1.37,1.37,0,0.00,0.00,1.37,0,0,0,87,1353,1549,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,5/5/2016,1844505072-05/05/2016,2237,1.48,1.48,0,0.00,0.00,1.48,0,0,0,120,1320,1589,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,5/6/2016,1844505072-05/06/2016,44,0.03,0.03,0,0.00,0.00,0.03,0,0,0,2,1438,1351,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,5/7/2016,1844505072-05/07/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,5/8/2016,1844505072-05/08/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,5/9/2016,1844505072-05/09/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,5/10/2016,1844505072-05/10/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,5/11/2016,1844505072-05/11/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347,MISSING SLEEP,,,,,,,,,,,,,,
1844505072,5/12/2016,1844505072-05/12/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,711,665,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/12/2016,1927972279-04/12/2016,678,0.47,0.47,0,0.00,0.00,0.47,0,0,0,55,734,2220,OK,Tuesday,Weekday,750,1927972279,4/12/2016,1927972279-04/12/2016,3,750,775,96.77,Tuesday,Weekday,Tuesday,Low Activity
1927972279,4/13/2016,1927972279-04/13/2016,356,0.25,0.25,0,0.00,0.00,0.25,0,0,0,32,986,2151,OK,Wednesday,Weekday,398,1927972279,4/13/2016,1927972279-04/13/2016,1,398,422,94.31,Wednesday,Weekday,Sunday,Low Activity
1927972279,4/14/2016,1927972279-04/14/2016,2163,1.50,1.50,0,0.00,0.40,1.10,0,0,9,88,1292,2383,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/15/2016,1927972279-04/15/2016,980,0.68,0.68,0,0.00,0.00,0.68,0,0,0,51,941,2221,OK,Friday,Weekday,475,1927972279,4/15/2016,1927972279-04/15/2016,2,475,499,95.19,Friday,Weekday,Monday,Low Activity
1927972279,4/16/2016,1927972279-04/16/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2064,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/17/2016,1927972279-04/17/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/18/2016,1927972279-04/18/2016,244,0.17,0.17,0,0.00,0.00,0.17,0,0,0,17,1423,2111,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/19/2016,1927972279-04/19/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/20/2016,1927972279-04/20/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/21/2016,1927972279-04/21/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2064,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/22/2016,1927972279-04/22/2016,149,0.10,0.10,0,0.00,0.00,0.10,0,0,0,10,1430,2093,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/23/2016,1927972279-04/23/2016,2945,2.04,2.04,0,0.00,0.00,2.04,0,0,0,145,1295,2499,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/24/2016,1927972279-04/24/2016,2090,1.45,1.45,0,0.07,0.24,1.14,0,1,6,75,1358,2324,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/25/2016,1927972279-04/25/2016,152,0.11,0.11,0,0.00,0.00,0.11,0,0,0,12,1303,2100,MISSING SLEEP,,,,,,,,,,,,,,
